unit,esti,dist,maxcov,re
164,0.010318949343339589,1,22.0,0.39253355814610696
165,0.010325476992143659,1,23.0,0.3926175489281451
166,0.010263275323516287,1,23.0,0.39181503796033995
167,0.010201818585052118,1,23.0,0.39101734690729245
168,0.010141093474426809,1,23.0,0.3902244182172656
169,0.010081087004163927,1,23.0,0.3894361953631946
170,0.010021786492374727,1,23.0,0.38865262281850543
171,0.009963179553822829,1,23.0,0.38787364603364255
172,0.009966777408637873,1,24.0,0.3879215989392025
173,0.00990916597853014,1,24.0,0.3871516538201204
174,0.009852216748768473,1,24.0,0.3863861464497092
175,0.00979591836734694,1,24.0,0.38562502596509995
176,0.00974025974025974,1,24.0,0.3848682423728841
177,0.009685230024213076,1,24.0,0.3841157465294082
178,0.009630818619582664,1,24.0,0.383367490121625
179,0.009632055480639569,1,25.0,0.383384546133089
180,0.009578544061302683,1,25.0,0.3826446268874244
181,0.009525623928367309,1,25.0,0.38190880693838786
182,0.009473285335354301,1,25.0,0.3811770411143217
183,0.009421518748822312,1,25.0,0.38044928498612407
184,0.00937031484257871,1,25.0,0.37972549485106116
185,0.009319664492078286,1,25.0,0.3790056277170203
186,0.009318996415770608,1,26.0,0.37899610657567867
187,0.009269162210338681,1,26.0,0.378283959233618
188,0.00921985815602837,1,26.0,0.37757561002876927
189,0.009171075837742505,1,26.0,0.3768710186623093
190,0.00912280701754386,1,26.0,0.37617014547339717
191,0.009075043630017453,1,26.0,0.3754729514257777
192,0.009027777777777777,1,26.0,0.3747793980947354
193,0.008981001727115717,1,26.0,0.37408944765438706
194,0.008979048885932824,1,27.0,0.37406056500556906
195,0.008933002481389578,1,27.0,0.37337770920271
196,0.008887425938117182,1,27.0,0.37269834628367826
197,0.008842312100867855,1,27.0,0.37202244069726226
198,0.00879765395894428,1,27.0,0.371349957432273
199,0.008753444642567677,1,27.0,0.3706808620066627
200,0.00870967741935484,1,27.0,0.37001512045691504
201,0.008706467661691543,1,28.0,0.3699661653656542
202,0.008663366336633664,1,28.0,0.36930703169974005
203,0.008620689655172414,1,28.0,0.36865115302815477
204,0.00857843137254902,1,28.0,0.3679984973605878
205,0.00853658536585366,1,28.0,0.3673490331760282
206,0.00849514563106796,1,28.0,0.36670272941362936
207,0.008454106280193236,1,28.0,0.3660595554637953
208,0.00844988344988345,1,29.0,0.36599319765023075
209,0.00840945338552994,1,29.0,0.3653561932584555
210,0.00836940836940837,1,29.0,0.36472222947200966
211,0.008329742926899326,1,29.0,0.3640912774013676
212,0.008290451686678102,1,29.0,0.36346330856678755
213,0.008251529378289942,1,29.0,0.36283829489059716
214,0.008212970829793258,1,29.0,0.3622162086896615
215,0.008207934336525308,1,30.0,0.3621347366052794
216,0.008169934640522876,1,30.0,0.36151842384697924
217,0.00813228517213337,1,30.0,0.3609049578090248
218,0.008094981111710739,1,30.0,0.36029431231453835
219,0.008058017727639,1,30.0,0.3596864615460526
220,0.00802139037433155,1,30.0,0.3590813800389609
221,0.0079850944902848,1,30.0,0.3584790426751164
222,0.00797940797940798,1,31.0,0.3583844258974872
223,0.007943625880845613,1,31.0,0.357787502820392
224,0.007908163265306124,1,31.0,0.35719325054899365
225,0.007873015873015874,1,31.0,0.35660164528980415
226,0.007838179519595449,1,31.0,0.3560126635658811
227,0.0078036500943989935,1,31.0,0.3554262822112367
228,0.007769423558897244,1,31.0,0.35484247836537064
229,0.0077632217370208634,1,32.0,0.35473641838658126
230,0.007729468599033816,1,32.0,0.3541577021720996
231,0.007696007696007696,1,32.0,0.353581496664923
232,0.007662835249042145,1,32.0,0.35300778017417417
233,0.007629947544110634,1,32.0,0.35243653128885966
234,0.007597340930674264,1,32.0,0.3518677288730753
235,0.00756501182033097,1,32.0,0.3513013520613141
236,0.007532956685499058,1,32.0,0.3507373802538733
237,0.007526513855627779,1,33.0,0.3506237367446836
238,0.007494889847831024,1,33.0,0.3500645141876084
239,0.007463530476082778,1,33.0,0.34950763638608495
240,0.007432432432432433,1,33.0,0.34895308375960526
241,0.007401592463833128,1,33.0,0.3484008369719105
242,0.00737100737100737,1,33.0,0.34785087692694494
243,0.007340674007340673,1,33.0,0.34730318476489436
244,0.0073339085418464185,1,34.0,0.34718072043582787
245,0.007303974221267454,1,34.0,0.3466375083858044
246,0.007274283269148481,1,34.0,0.3460965090182871
247,0.007244832729597272,1,34.0,0.34555770438040256
248,0.007215619694397283,1,34.0,0.3450210767368891
249,0.007186641302050306,1,34.0,0.34448660856659397
250,0.007157894736842106,1,34.0,0.34395428255904104
251,0.007150883644907549,1,35.0,0.34382412757943914
252,0.007122507122507123,1,35.0,0.34329603479189286
253,0.007094354920441877,1,35.0,0.34277003346640905
254,0.0070664243892590356,1,35.0,0.3422461071022365
255,0.007038712921065863,1,35.0,0.3417242393931326
256,0.007011217948717949,1,35.0,0.34120441422431885
257,0.006983936945026439,1,35.0,0.3406866156694943
258,0.0069767441860465115,1,36.0,0.34054975880439786
259,0.0069498069498069494,1,36.0,0.34003596643797834
260,0.006923076923076923,1,36.0,0.33952415400851643
261,0.006896551724137931,1,36.0,0.33901430631490453
262,0.0068702290076335885,1,36.0,0.33850640833042694
263,0.006844106463878327,1,36.0,0.33800044520010303
264,0.006818181818181818,1,36.0,0.3374964022380794
265,0.0068108605614358025,1,37.0,0.3373537107766362
266,0.006785255822483036,1,37.0,0.33685346475742484
267,0.00675984287932767,1,37.0,0.33635509583838347
268,0.00673461958500182,1,37.0,0.33585858998506934
269,0.00670958382446278,1,37.0,0.3353639333198494
270,0.006684733514001807,1,37.0,0.3348711121195736
271,0.0066600666006660075,1,37.0,0.33438011281329005
272,0.00665266106442577,1,38.0,0.334232349317352
273,0.006628292342578057,1,38.0,0.33374495368382007
274,0.006604101494612443,1,38.0,0.3332593401223959
275,0.00658008658008658,1,38.0,0.3327754956489044
276,0.006556245686680469,1,38.0,0.3322934074205595
277,0.006532576929688843,1,38.0,0.33181306273391886
278,0.0065090784515244955,1,38.0,0.3313344490228751
279,0.006501625406351587,1,39.0,0.3311822854636528
280,0.006478405315614618,1,39.0,0.33070709654499425
281,0.006455350492427377,1,39.0,0.33023360170807203
282,0.006432459178624444,1,39.0,0.3297617889167434
283,0.006409729640890789,1,39.0,0.3292916462626834
284,0.006387160170324271,1,39.0,0.32882316196358186
285,0.006364749082007345,1,39.0,0.3283563243613713
286,0.006342494714587738,1,39.0,0.3278911219204862
287,0.0063351282863477985,1,40.0,0.3277367754056297
288,0.006313131313131313,1,40.0,0.3272748091621861
289,0.0062912865681031774,1,40.0,0.32681444419142913
290,0.006269592476489028,1,40.0,0.32635566943099287
291,0.006248047485160888,1,40.0,0.325898473932753
292,0.0062266500622665,1,40.0,0.32544284686125946
293,0.006205398696866274,1,40.0,0.32498877749219524
294,0.00619803476946334,1,41.0,0.32483107255963445
295,0.006177024482109228,1,41.0,0.3243800868594642
296,0.006156156156156156,1,41.0,0.32393062734055417
297,0.00613542835765058,1,41.0,0.3234826837082292
298,0.006114839671886652,1,41.0,0.3230362457716261
299,0.006094388703084355,1,41.0,0.32259130344230297
300,0.006074074074074074,1,41.0,0.3221478467328711
301,0.006066734074823054,1,42.0,0.3219872539140542
302,0.006046645551396486,1,42.0,0.32154673887974805
303,0.0060266896254842885,1,42.0,0.32110768009614615
304,0.006006864988558353,1,42.0,0.3206700679668419
305,0.005987170349251604,1,42.0,0.32023389298997507
306,0.0059676044330775795,1,42.0,0.3197991457569938
307,0.005948165982155502,1,42.0,0.31936581695143695
308,0.005940867642995302,1,43.0,0.31920275404093484
309,0.005921641534118296,1,43.0,0.3187722345032346
310,0.005902539464653397,1,43.0,0.31834310598423543
311,0.005883560238078949,1,43.0,0.31791535952405114
312,0.005864702673213312,1,43.0,0.31748898624908706
313,0.0058459656039698184,1,43.0,0.3170639773709353
314,0.005827347879116412,1,43.0,0.3166403241852875
315,0.00582010582010582,1,44.0,0.31647516270315057
316,0.00580168776371308,1,44.0,0.316054195120655
317,0.0057833859095688745,1,44.0,0.3156345576117267
318,0.005765199161425576,1,44.0,0.31521624179792845
319,0.005747126436781609,1,44.0,0.31479923937974147
320,0.005729166666666667,1,44.0,0.3143835421355767
321,0.005711318795430944,1,44.0,0.3139691419208025
322,0.005704145012042083,1,45.0,0.3138022126855325
323,0.005686485120363935,1,45.0,0.31339038239870187
324,0.005668934240362812,1,45.0,0.31297982515961087
325,0.00565149136577708,1,45.0,0.3125705331220296
326,0.005634155502691874,1,45.0,0.31216249851204403
327,0.00561692566935031,1,45.0,0.31175571362717014
328,0.005599800895968144,1,45.0,0.3113501708354806
329,0.005592705167173252,1,46.0,0.31118176878434683
330,0.005575757575757576,1,46.0,0.3107786875611924
331,0.005558912386706949,1,46.0,0.3103768259502592
332,0.005542168674698795,1,46.0,0.3099761765933874
333,0.005525525525525526,1,46.0,0.30957673219880655
334,0.005508982035928144,1,46.0,0.3091784855403399
335,0.005492537313432836,1,46.0,0.30878142945661924
336,0.0054761904761904765,1,46.0,0.308385556850313
337,0.0054692500145458785,1,47.0,0.3082171216638684
338,0.00545306880148509,1,47.0,0.3078235949727458
339,0.005436983052808144,1,47.0,0.30743123084370433
340,0.005420991926182238,1,47.0,0.3070400224280567
341,0.00540509458915531,1,47.0,0.30664996293745717
342,0.005389290219011581,1,47.0,0.30626104564319384
343,0.005373578002629623,1,47.0,0.3058732638754931
344,0.005366726296958855,1,48.0,0.3057038067557603
345,0.005351170568561873,1,48.0,0.30531827626419217
346,0.005335704757670075,1,48.0,0.304933861636678
347,0.005320328086898692,1,48.0,0.3045505564324307
348,0.005305039787798408,1,48.0,0.30416835426626687
349,0.005289839100727353,1,48.0,0.30378724880796937
350,0.005274725274725275,1,48.0,0.3034072337816576
351,0.005267967532118475,1,49.0,0.30323696783304854
352,0.005253001715265866,1,49.0,0.3028591150573223
353,0.005238120690576728,1,49.0,0.302482334205804
354,0.005223323739473404,1,49.0,0.3021066192138465
355,0.005208610151474887,1,49.0,0.30173196406812575
356,0.005193979224083104,1,49.0,0.3013583628060633
357,0.005179430262671107,1,49.0,0.3009858095152567
358,0.0051727705358990276,1,50.0,0.3008149255026188
359,0.005158361704322707,1,50.0,0.30044445061502145
360,0.0051440329218107,1,50.0,0.3000750062569542
361,0.005129783523135324,1,50.0,0.29970658671118233
362,0.005115612850419481,1,50.0,0.29933918630791756
363,0.005101520253035404,1,50.0,0.29897279942429383
364,0.005087505087505088,1,50.0,0.2986074204838515
365,0.005080946450809465,1,51.0,0.2984360892822908
366,0.005067064083457526,1,51.0,0.298072709681917
367,0.005053257369333664,1,51.0,0.29771032156872435
368,0.005039525691699605,1,51.0,0.2973489195468542
369,0.005025868440502587,1,51.0,0.29698849826437634
370,0.005012285012285012,1,51.0,0.29662905241281323
371,0.004998774810095565,1,51.0,0.29627057672667156
372,0.0049923195084485405,1,52.0,0.2960989514732047
373,0.00497893527384144,1,52.0,0.2957424004910516
374,0.004965622612681436,1,52.0,0.295386804131144
375,0.004952380952380952,1,52.0,0.29503215729535665
376,0.004939209726443769,1,52.0,0.2946784549262953
377,0.0049261083743842365,1,52.0,0.29432569200686326
378,0.00491307634164777,1,52.0,0.2939738635598353
379,0.004900113079532605,1,52.0,0.2936229646474359
380,0.004893813481071098,1,53.0,0.29345210727074333
381,0.004880968826265138,1,53.0,0.2931030527699992
382,0.004868191420960779,1,53.0,0.29275491322312397
383,0.0048554807383995235,1,53.0,0.29240768384603677
384,0.004842836257309942,1,53.0,0.2920613598920817
385,0.004830257461836409,1,53.0,0.29171593665163725
386,0.004817743841468957,1,53.0,0.2913714094517333
387,0.0048115477145148355,1,54.0,0.29120048520287867
388,0.004799146818343406,1,54.0,0.2908577362098563
389,0.004786809679992909,1,54.0,0.2905158694545996
390,0.004774535809018568,1,54.0,0.29017488040699724
391,0.004762324719992945,1,54.0,0.2898347645717399
392,0.004750175932441942,1,54.0,0.2894955174879655
393,0.0047380889707817845,1,54.0,0.28915713472890764
394,0.0047319969026929365,1,55.0,0.2889862557892668
395,0.004720017163698777,1,55.0,0.28864958853399786
396,0.004708097928436912,1,55.0,0.28831377252427753
397,0.004696238739700295,1,55.0,0.28797880346630034
398,0.004684439144876927,1,55.0,0.28764467709866726
399,0.004672698695892273,1,55.0,0.28731138919205984
400,0.004661016949152543,1,55.0,0.28697893554891957
401,0.004655029093931837,1,56.0,0.28680820258741635
402,0.004643449419568822,1,56.0,0.2864774050039907
403,0.004631927212572374,1,56.0,0.2861474292787618
404,0.0046204620462046205,1,56.0,0.2858182713380767
405,0.004609053497942386,1,56.0,0.2854899271384951
406,0.004597701149425287,1,56.0,0.2851623926664913
407,0.004586404586404586,1,56.0,0.2848356639381598
408,0.004580520732883318,1,57.0,0.284665167281247
409,0.0045693214156880034,1,57.0,0.28434003820557374
410,0.004558176729308277,1,57.0,0.2840157030966874
411,0.004547086274979059,1,57.0,0.2836921580862908
412,0.00453604965780678,1,57.0,0.2833693993342885
413,0.004525066486722502,1,57.0,0.28304742302851293
414,0.004514136374435733,1,57.0,0.2827262253844545
415,0.004508356004663817,1,58.0,0.2825560460559105
416,0.004497518610421836,1,58.0,0.2822363944910572
417,0.004486733194089889,1,58.0,0.28191751039768614
418,0.004475999382620775,1,58.0,0.2815993900992819
419,0.0044653168065286,1,58.0,0.2812820299456842
420,0.004454685099846391,1,58.0,0.2809654263128361
421,0.0044441039000842845,1,58.0,0.28064957560253656
422,0.004438426239374107,1,59.0,0.2804797862491257
423,0.00442793350594769,1,59.0,0.2801654306915167
424,0.00441749026654687,1,59.0,0.27985181741454546
425,0.0044070961718020545,1,59.0,0.2795389429210075
426,0.004396750875624115,1,59.0,0.27922680373835523
427,0.004386454035165978,1,59.0,0.2789153964184673
428,0.00437620531078475,1,59.0,0.27860471753741956
429,0.004366004366004366,1,59.0,0.2782947636952597
430,0.00436046511627907,1,60.0,0.2781261510748021
431,0.004350348027842227,1,60.0,0.27781763720533226
432,0.004340277777777778,1,60.0,0.27750983831650194
433,0.0043302540415704385,1,60.0,0.27720275110203796
434,0.004320276497695853,1,60.0,0.2768963722785476
435,0.004310344827586207,1,60.0,0.27659069858530877
436,0.0043004587155963305,1,60.0,0.2762857267840612
437,0.004295018482661503,1,61.0,0.27611760452780876
438,0.004285212504390587,1,61.0,0.2758140268845837
439,0.004275451200280358,1,61.0,0.27551114155129386
440,0.0042657342657342655,1,61.0,0.2752089453774919
441,0.004256061398918542,1,61.0,0.27490743523418637
442,0.004246432300730943,1,61.0,0.2746066080136474
443,0.0042368466747699255,1,61.0,0.2743064606292144
444,0.004231504231504231,1,62.0,0.2741388819436078
445,0.004221995233231188,1,62.0,0.27384008505473467
446,0.004212528876206006,1,62.0,0.2735419588665127
447,0.004203104874245814,1,62.0,0.2732445003746798
448,0.004193722943722944,1,62.0,0.27294770659511425
449,0.004184382803536478,1,62.0,0.2726515745636553
450,0.004175084175084175,1,62.0,0.27235610133592486
451,0.004169838170566237,1,63.0,0.2721891137959488
452,0.004160612864879144,1,63.0,0.27189494942079795
453,0.004151428289018483,1,63.0,0.2716014351331938
454,0.004142284173844434,1,63.0,0.2713085680661535
455,0.0041331802525832375,1,63.0,0.27101634537161834
456,0.004124116260801257,1,63.0,0.2707247642202875
457,0.004115091936379372,1,63.0,0.2704338218014534
458,0.004109940919599281,1,64.0,0.27026746788534706
459,0.004100986799948738,1,64.0,0.26997779457294707
460,0.004092071611253197,1,64.0,0.26968875167086537
461,0.00408319510016588,1,64.0,0.2694003364411605
462,0.004074357015533486,1,64.0,0.2691125461636888
463,0.004065557108372507,1,64.0,0.2688253781359512
464,0.004056795131845842,1,64.0,0.26853882967294007
465,0.004051737572074178,1,65.0,0.268373147242489
466,0.004043042856254276,1,65.0,0.2680878299231251
467,0.0040343853769046955,1,65.0,0.267803124216919
468,0.004025764895330113,1,65.0,0.26751902750734075
469,0.0040171811748709865,1,65.0,0.2672355371946153
470,0.004008633980881899,1,65.0,0.2669526506955796
471,0.004000123080710176,1,65.0,0.26667036544354117
472,0.003991648243674773,1,65.0,0.2663886788881387
473,0.003986710963455149,1,66.0,0.26622429778310636
474,0.003978300180831826,1,66.0,0.2659438010345266
475,0.003969924812030075,1,66.0,0.26566389542811
476,0.0039615846338535415,1,66.0,0.2653845784774514
477,0.003953279424977538,1,66.0,0.2651058477118
478,0.003945008965929468,1,66.0,0.26482770067592787
479,0.00393677303906949,1,66.0,0.2645501349300005
480,0.003931924882629108,1,67.0,0.2643864715726089
481,0.003923750402623642,1,67.0,0.2641100611479998
482,0.003915609841622349,1,67.0,0.26383422478491414
483,0.003907502988948181,1,67.0,0.2635589601038197
484,0.0038994296356652312,1,67.0,0.26328426473994865
485,0.003891389574560767,1,67.0,0.26301013634317594
486,0.0038833826001275144,1,67.0,0.26273657257789806
487,0.003878621948437143,1,68.0,0.2625736541471085
488,0.0038706739526411654,1,68.0,0.26230121269550266
489,0.003862758463985458,1,68.0,0.26202932895452535
490,0.003854875283446712,1,68.0,0.26175800064547916
491,0.003847024213622992,1,68.0,0.26148722550360365
492,0.0038392050587172538,1,68.0,0.2612170012779619
493,0.0038314176245210726,1,68.0,0.26094732573132823
494,0.003826742831789696,1,69.0,0.2607851762359432
495,0.0038190120381901204,1,69.0,0.26051659138993966
496,0.003811312417145382,1,69.0,0.26024854859242974
497,0.003803643780491166,1,69.0,0.2599810456599326
498,0.0037960059415745174,1,69.0,0.2597140804221347
499,0.0037883987152386965,1,69.0,0.25944765072178305
500,0.0037808219178082194,1,69.0,0.2591817544145817
501,0.0037762313211415007,1,70.0,0.2590203949821442
502,0.003768708947991816,1,70.0,0.2587555590796636
503,0.0037612164848745367,1,70.0,0.2584912502141532
504,0.0037537537537537537,1,70.0,0.2582274662921173
505,0.0037463205780037465,1,70.0,0.2579642052325094
506,0.0037389167823950434,1,70.0,0.2577014649666335
507,0.0037315421930806548,1,70.0,0.25743924343804625
508,0.0037270341207349083,1,71.0,0.2572786925761904
509,0.0037197118533071377,1,71.0,0.25701750240138066
510,0.003712418300653595,1,71.0,0.2567568248670865
511,0.00370515329419439,1,71.0,0.25649665796492005
512,0.0036979166666666666,1,71.0,0.25623699969827274
513,0.0036907082521117607,1,71.0,0.2559778480822237
514,0.0036835278858625164,1,71.0,0.25571920114344826
515,0.0036791006642820645,1,72.0,0.2555594749765669
516,0.0036719706242350062,1,72.0,0.2553018315183009
517,0.003664868166547898,1,72.0,0.2550446868860163
518,0.003657793131477342,1,72.0,0.25478803915188136
519,0.003650745360511104,1,72.0,0.25453188639921875
520,0.0036437246963562757,1,72.0,0.25427622672241945
521,0.0036367309829275687,1,72.0,0.2540210582268579
522,0.003629764065335753,1,72.0,0.25376637902880744
523,0.003625437659854486,1,73.0,0.25360797893717796
524,0.0036185188856944586,1,73.0,0.2533542727261504
525,0.003611626468769326,1,73.0,0.25310105022601875
526,0.003604760258752654,1,73.0,0.25284830959582644
527,0.003597920106459006,1,73.0,0.2525960490051067
528,0.0035911058638331364,1,73.0,0.2523442666338028
529,0.0035843173839393123,1,73.0,0.25209296067219006
530,0.003580067731011127,1,74.0,0.25193539839842644
531,0.0035733256072239127,1,74.0,0.2516850398679568
532,0.0035666088297667243,1,74.0,0.25143515237921493
533,0.0035599172559772937,1,74.0,0.2511857341630286
534,0.00355325074426198,1,74.0,0.25093678346017373
535,0.0035466091540857893,1,74.0,0.2506882985213005
536,0.0035399923459624957,1,74.0,0.2504402776068595
