unit,esti,re
1,0.4,0.8783026988439038
2,0.3333333333333333,0.8540876319087407
3,0.2857142857142857,0.8336140845358625
4,0.25,0.815879091114308
5,0.2222222222222222,0.8002357182603275
6,0.2,0.7862422444010578
7,0.18181818181818182,0.7735836075171462
8,0.16666666666666666,0.7620271774658949
9,0.15384615384615385,0.7513962923524202
10,0.14285714285714285,0.7415536300930166
11,0.13333333333333333,0.7323903307526446
12,0.125,0.7238186366714621
13,0.11764705882352941,0.7157667677590934
14,0.1111111111111111,0.7081752638174815
15,0.10526315789473684,0.7009943171149609
16,0.1,0.694181789958212
17,0.09523809523809523,0.6877017164446034
18,0.09090909090909091,0.6815231530743002
19,0.08695652173913043,0.6756192850678682
20,0.08333333333333333,0.6699667230230489
21,0.08,0.6645449432449617
22,0.07692307692307693,0.6593358379095743
23,0.07407407407407407,0.6543233501690684
24,0.07142857142857142,0.6494931756501706
25,0.06896551724137931,0.6448325163566926
26,0.06666666666666667,0.6403298763097987
27,0.06451612903225806,0.6359748907095595
28,0.0625,0.6317581822286161
29,0.06060606060606061,0.6276712394258871
30,0.058823529411764705,0.6237063133162474
31,0.05714285714285714,0.6198563289369203
32,0.05555555555555555,0.6161148093746355
33,0.05405405405405406,0.6124758102042316
34,0.05263157894736842,0.6089338626721149
35,0.05128205128205128,0.6054839242611609
36,0.05,0.6021213355153661
37,0.04878048780487805,0.5988417821965248
38,0.047619047619047616,0.5956412620017574
39,0.046511627906976744,0.5925160551977728
40,0.045454545454545456,0.5894626986314543
41,0.044444444444444446,0.5864779626613854
42,0.043478260869565216,0.5835588306250222
43,0.0425531914893617,0.5807024805142367
44,0.041666666666666664,0.577906268580203
45,0.04081632653061224,0.5751677146288791
46,0.04,0.5724844888021157
47,0.0392156862745098,0.5698543996678341
48,0.038461538461538464,0.5672753834667283
49,0.03773584905660377,0.5647454943832849
50,0.037037037037037035,0.5622628957262223
51,0.03636363636363636,0.559825851918204
52,0.03571428571428571,0.5574327212073246
53,0.03508771929824561,0.5550819490237017
54,0.034482758620689655,0.5527720619138465
55,0.03389830508474576,0.5505016619935457
56,0.03333333333333333,0.5482694218669526
57,0.03278688524590164,0.5460740799656523
58,0.03225806451612903,0.5439144362667135
59,0.031746031746031744,0.541789348353344
60,0.03125,0.5396977277857702
61,0.03076923076923077,0.537638536753478
62,0.030303030303030304,0.535610784983041
63,0.029850746268656716,0.5336135268784679
64,0.029411764705882353,0.5316458588734014
65,0.028985507246376812,0.5297069169766089
66,0.02857142857142857,0.5277958744940745
67,0.028169014084507043,0.525911939912662
68,0.027777777777777776,0.5240543549317896
69,0.0273972602739726,0.522222392630863
70,0.02702702702702703,0.5204153557613855
71,0.02666666666666667,0.5186325751537024
72,0.02631578947368421,0.516873408229269
73,0.025974025974025976,0.5151372376101628
74,0.02564102564102564,0.513423469818315
75,0.02531645569620253,0.5117315340575984
76,0.025,0.51006088107252
77,0.024691358024691357,0.5084109820778091
78,0.024390243902439025,0.5067813277536788
79,0.024096385542168676,0.5051714273019858
80,0.023809523809523808,0.5035808075589113
81,0.023529411764705882,0.5020090121601513
82,0.023255813953488372,0.5004556007549268
83,0.022988505747126436,0.4989201482654334
84,0.022727272727272728,0.49740224418860834
85,0.02247191011235955,0.4959014919373493
86,0.022222222222222223,0.49441750821853947
87,0.02197802197802198,0.49294992244543673
88,0.021739130434782608,0.49149837618217623
89,0.021505376344086023,0.4900625226183003
90,0.02127659574468085,0.48864202607139084
91,0.021052631578947368,0.48723656151601874
92,0.020833333333333332,0.48584581413735695
93,0.020618556701030927,0.4844694789079239
94,0.02040816326530612,0.48310726018603306
95,0.020202020202020204,0.4817588713346278
96,0.02,0.4804240343592698
97,0.019801980198019802,0.4791024795641405
98,0.0196078431372549,0.4777939452249882
99,0.019417475728155338,0.4764981772780298
100,0.019230769230769232,0.47521492902388235
101,0.01904761904761905,0.47394396084566115
102,0.018867924528301886,0.47268503994043903
103,0.018691588785046728,0.47143794006331313
104,0.018518518518518517,0.4702024412833764
105,0.01834862385321101,0.46897832975093556
106,0.01818181818181818,0.46776539747535806
107,0.018018018018018018,0.4665634421129723
108,0.017857142857142856,0.4653722667644786
109,0.017699115044247787,0.4641916797813661
110,0.017543859649122806,0.4630214945808557
111,0.017391304347826087,0.461861529468926
112,0.017241379310344827,0.4607116074710007
113,0.017094017094017096,0.45957155616990175
114,0.01694915254237288,0.4584412075506997
115,0.01680672268907563,0.45732039785210993
116,0.016666666666666666,0.45620896742410677
117,0.01652892561983471,0.4551067605914464
118,0.01639344262295082,0.45401362552280633
119,0.016260162601626018,0.45292941410526566
120,0.016129032258064516,0.45185398182386755
121,0.016,0.4507871876460195
122,0.015873015873015872,0.44972889391049814
123,0.015748031496062992,0.4486789662208418
124,0.015625,0.4476372733429243
125,0.015503875968992248,0.4466036871065136
126,0.015384615384615385,0.4455780823106321
127,0.015267175572519083,0.4445603366325426
128,0.015151515151515152,0.4435503305401951
129,0.015037593984962405,0.4425479472079774
130,0.014925373134328358,0.441553072435622
131,0.014814814814814815,0.4405655945701262
132,0.014705882352941176,0.43958540443055544
133,0.014598540145985401,0.43861239523559936
134,0.014492753623188406,0.43764646253376294
135,0.014388489208633094,0.4366875041360786
136,0.014285714285714285,0.4357354200512284
137,0.014184397163120567,0.43479011242297755
138,0.014084507042253521,0.43385148546981606
139,0.013986013986013986,0.4329194454267205
140,0.013888888888888888,0.4319939004889437
141,0.013793103448275862,0.43107476075775053
142,0.0136986301369863,0.4301619381880171
143,0.013605442176870748,0.42925534653761993
144,0.013513513513513514,0.4283549013185396
145,0.013422818791946308,0.42746051974961147
146,0.013333333333333334,0.42657212071085654
147,0.013245033112582781,0.42568962469932925
148,0.013157894736842105,0.424812953786423
149,0.013071895424836602,0.423942031576575
150,0.012987012987012988,0.4230767831673168
151,0.012903225806451613,0.42221713511061737
152,0.01282051282051282,0.42136301537546905
153,0.012738853503184714,0.42051435331166953
154,0.012658227848101266,0.41967107961475236
155,0.012578616352201259,0.41883312629202585
156,0.0125,0.41800042662967407
157,0.012422360248447204,0.4171729151608847
158,0.012345679012345678,0.4163505276349631
159,0.012269938650306749,0.4155332009873964
160,0.012195121951219513,0.41472087331083285
161,0.012121212121212121,0.41391348382694493
162,0.012048192771084338,0.4131109728591398
163,0.011976047904191617,0.4123132818060923
164,0.011904761904761904,0.41152035311606544
165,0.011834319526627219,0.41073213026199445
166,0.011764705882352941,0.40994855771730526
167,0.011695906432748537,0.4091695809324424
168,0.011627906976744186,0.4083951463120809
169,0.011560693641618497,0.4076252011929986
170,0.011494252873563218,0.40685969382258746
171,0.011428571428571429,0.4060985733379782
172,0.011363636363636364,0.4053417897457623
173,0.011299435028248588,0.4045892939022866
174,0.011235955056179775,0.4038410374945034
175,0.0111731843575419,0.40309697302135805
176,0.011111111111111112,0.4023570537756935
177,0.011049723756906077,0.4016212338266568
178,0.01098901098901099,0.40088946800259084
179,0.01092896174863388,0.4001617118743931
180,0.010869565217391304,0.39943792173933024
181,0.010810810810810811,0.3987180546052894
182,0.010752688172043012,0.39800206817545425
183,0.0106951871657754,0.3972899208333936
184,0.010638297872340425,0.39658157162854485
185,0.010582010582010581,0.3958769802620849
186,0.010526315789473684,0.39517610707317274
187,0.010471204188481676,0.39447891302555327
188,0.010416666666666666,0.393785359694511
189,0.010362694300518135,0.39309540925416264
190,0.010309278350515464,0.3924090244650779
191,0.010256410256410256,0.3917261686622189
192,0.01020408163265306,0.3910468057431871
193,0.01015228426395939,0.39037090015677106
194,0.010101010101010102,0.38969841689178186
195,0.010050251256281407,0.3890293214661716
196,0.01,0.38836357991642384
197,0.009950248756218905,0.3877011587872087
198,0.009900990099009901,0.3870420251212945
199,0.009852216748768473,0.3863861464497092
200,0.00980392156862745,0.3857334907821423
201,0.00975609756097561,0.3850840265975827
202,0.009708737864077669,0.3844377228351838
203,0.00966183574879227,0.3837945488853498
204,0.009615384615384616,0.38315447458103635
205,0.009569377990430622,0.3825174701892611
